Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Female,White/No,English,7,JG,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,80,,,,,,,,,,,74,,,,,,,,
Female,White/No,English,7,JG,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,84,,,,,,,,91,90,90,,,,,,,,,85,92,,,,,,
Male,White/Yes,Spanish,10,,,North Salem,NY,10560,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,91,79,,,,,,,,,,66,74,,,,,
Female,White/Yes,English,12,JD,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,74,61,65,73,70,,76,68,,,,68,74.33333333,66.33333333,,,,MA0910,SC1010,EN0910,MA1010,SC0910,EN1010,,SC0010,EN1110,,,,99,100,,,,,,,,98,98,,,,,,,,,,96,96,,,,,,,
Female,White/No,Slovak,11,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,94,,,,,,,,,,,,SC0050,,,,,,,98,98,96,92,,,,,,99,99,,93,,,,,,,,,95,94,,,,
Male,Black/African American/Yes,English,8,MS,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,10,JD,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,88,74,65,85,65,,,,,,,,,,73.5,86.5,69.5,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,11,BL,,Yorktown Heights,NY,10598,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,71,78,66,79,80,,,,,,,66,75,79,,,,MA0930,SC0920,EN0930,MA1150,SC0080,EN0935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,Spanish,5,,,Brewster,NY,10509,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65,,,,,,,,70,70,89,,,,,,,,,,68,,,,,
Male,White/Yes,Spanish,8,MS,,Brewster,NY,10509,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,65,,,,,,,,89,75,,,,,,,,,,80,80,,,,,
Female,White/Yes,Spanish,5,,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,83,,,,,,,,80,88,,,,,,,,,,78,78,,,,,,,
Male,White/Yes,English,5,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,7,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,89,77,,,,,,90,90,88,,85,,,,,,,,87,79,,,,
Male,White/No,English,8,MS,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,91,,,,,,,,96,95,,,,,,,,,,91,94,,,,,
Male,White/No,English,-1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,Spanish,10,JD,,North Salem,NY,10560,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,78,70,,,,,,,,,,72,78,70,,,,MA0910,1234,EN0910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,10,JD,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,52,,45,,,,,,,,60,47.5,52,,,,MA0930,SC001,EN0930,,SC0050,,,,,,,,,,77,77,75,90,82,,,,,74,74,89,,95,,,,,,,,94,96,90,95,90,95
Male,Asian/No,Mandarin,3,,,Purdys,NY,10578,Mandarin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,Spanish,7,JG,,Carmel,NY,10512,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,5,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,85,,,,,,,,,,,86,,,,,,,,
Male,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,86,,,,,,,,,,,86,,,,,,,,
Female,White/No,English,6,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,71,65,,,,,,,73,73,74,,,,,76,,,,,65,70,68,,,
Female,White/Yes,Spanish,-1,,,Brewster,NY,10509,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,84,,,,,,,,77,80,,,,,,,,,,75,74,,,,,,,
Female,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,65,,,,,,,,88,85,,,,,,,,,,74,65,,,,,
Male,Black/African American/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,71,,,,,,,,,,,,,,,,
Male,White/Yes,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,65,,,,,,,,78,55,,,,,,,,,,69,65,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,-1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,-1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,85,,,,,,,,,,,82,,,,,,,,
Female,Black/African American/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,,,,,,,,,,,,,,,,,,,,70,,,,,
Male,White/No,English,0,,,Purdys,NY,10578,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,9,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,82,,,,,,,,,,,100,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,1,,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,1,,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,0,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Asian/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Asian/Yes,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Black/African American/Yes,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,0,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,-1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,-1,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Multiracial/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Multiracial/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,7,JG,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,9,MS,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,82,91,,,,,,,,,,,,,72,82,91,MA0810,SC0840,EN0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,,Croton Falls,NY,10519,English,No,,,,,,,X2450929,,,,,,,,,,,3,,,,,,,,,,,,,,,,,98,98,98,98,98,98,80,98,98,,,,92,98,98,,,,MA0910,LS0920,EN0910,MA1010,SC1010,EN1010,MA1110,SC0055,ENAP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,Chappaqua,NY,10514,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Chappaqua,NY,10514,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,5,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
